narration_id, participant_id, video_id, narration_timestamp, start_timestamp, stop_timestamp, start_frame, stop_frame, narration, verb, verb_class, noun, noun_class, all_nouns, all_noun_classes
P04_119_54, P04, P04_119, 00:02:41.103, 00:02:40.84, 00:02:41.39, 8042, 8069, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P04_119_56, P04, P04_119, 00:02:43.353, 00:02:42.38, 00:02:43.60, 8119, 8180, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P04_119_65, P04, P04_119, 00:03:08.354, 00:03:07.05, 00:03:08.69, 9352, 9434, pick up ramekin, pick-up, 0, ramekin, 7, ['ramekin'], [7]
P04_119_66, P04, P04_119, 00:03:11.853, 00:03:08.34, 00:03:11.92, 9417, 9596, take ramekin, take, 0, ramekin, 7, ['ramekin'], [7]
P04_119_69, P04, P04_119, 00:03:17.103, 00:03:16.22, 00:03:17.61, 9811, 9880, put down ramekin, put-down, 1, ramekin, 7, ['ramekin'], [7]
P04_119_70, P04, P04_119, 00:03:19.103, 00:03:17.00, 00:03:19.42, 9850, 9971, pick up ramekin, pick-up, 0, ramekin, 7, ['ramekin'], [7]
P04_119_72, P04, P04_119, 00:03:19.853, 00:03:19.75, 00:03:21.16, 9987, 10058, dry ramekin with tea towel, dry, 14, ramekin, 7, ['ramekin', 'towel:tea'], [7, 52]
P04_119_73, P04, P04_119, 00:03:21.353, 00:03:21.10, 00:03:22.10, 10055, 10105, put down ramekin, put-down, 1, ramekin, 7, ['ramekin'], [7]
P04_119_9, P04, P04_119, 00:00:42.853, 00:00:41.65, 00:00:43.15, 2082, 2157, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P04_119_91, P04, P04_119, 00:04:37.853, 00:04:37.22, 00:04:38.03, 13861, 13901, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P04_119_94, P04, P04_119, 00:04:43.354, 00:04:42.65, 00:04:43.69, 14132, 14184, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P04_119_97, P04, P04_119, 00:05:02.603, 00:05:00.32, 00:05:00.96, 15016, 15047, take spoon, take, 0, spoon, 1, ['spoon'], [1]
P04_119_98, P04, P04_119, 00:05:04.100, 00:05:03.86, 00:05:04.74, 15193, 15237, pick up rennet tablet portion, pick-up, 0, portion:rennet:tablet, 171, ['portion:rennet:tablet'], [171]
P04_119_99, P04, P04_119, 00:05:05.101, 00:05:05.00, 00:05:05.51, 15250, 15275, put portion of rennet tablet in ramekin, put-in, 5, portion:rennet:tablet, 171, ['portion:rennet:tablet', 'ramekin'], [171, 7]
P04_11_22, P04, P04_11, 00:03:46.160, 00:03:49.44, 00:03:53.19, 13766, 13991, rinse rice measurer, rinse, 2, measurer:rice, 10, ['measurer:rice'], [10]
P04_120_0, P04, P04_120, 00:00:00.853, 00:00:00.43, 00:00:01.08, 21, 54, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_102, P04, P04_120, 00:05:33.851, 00:05:32.44, 00:05:34.56, 16622, 16728, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P04_120_104, P04, P04_120, 00:05:35.853, 00:05:35.43, 00:05:36.00, 16771, 16800, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P04_120_108, P04, P04_120, 00:05:41.353, 00:05:40.90, 00:05:41.43, 17045, 17071, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_110, P04, P04_120, 00:05:45.103, 00:05:43.45, 00:05:47.45, 17172, 17372, drag spatula through milk in pan, drag-through, 25, spatula, 20, ['spatula', 'milk', 'pan'], [20, 64, 5]
P04_120_111, P04, P04_120, 00:05:47.851, 00:05:47.54, 00:05:47.84, 17377, 17392, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_112, P04, P04_120, 00:05:48.353, 00:05:47.90, 00:05:48.65, 17395, 17432, pick up thermometer, pick-up, 0, thermometer, 166, ['thermometer'], [166]
P04_120_113, P04, P04_120, 00:05:49.103, 00:05:48.65, 00:05:49.87, 17432, 17493, read thermometer, read, 38, thermometer, 166, ['thermometer'], [166]
P04_120_114, P04, P04_120, 00:05:50.604, 00:05:49.87, 00:06:01.24, 17493, 18062, put thermometer into milk, put-into, 5, thermometer, 166, ['thermometer', 'milk'], [166, 64]
P04_120_115, P04, P04_120, 00:06:01.355, 00:06:00.45, 00:06:01.94, 18022, 18097, put down thermometer, put-down, 1, thermometer, 166, ['thermometer'], [166]
P04_120_116, P04, P04_120, 00:06:03.103, 00:06:02.49, 00:06:03.00, 18124, 18150, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_117, P04, P04_120, 00:06:04.853, 00:06:03.05, 00:06:08.45, 18152, 18422, drag spatula through milk in pan, drag-through, 25, spatula, 20, ['spatula', 'milk', 'pan'], [20, 64, 5]
P04_120_118, P04, P04_120, 00:06:08.354, 00:06:08.20, 00:06:09.00, 18410, 18450, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_12, P04, P04_120, 00:00:44.603, 00:00:44.36, 00:00:44.92, 2218, 2246, put down teaspoon, put-down, 1, teaspoon, 1, ['teaspoon'], [1]
P04_120_124, P04, P04_120, 00:06:29.350, 00:06:28.78, 00:06:29.46, 19439, 19473, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_125, P04, P04_120, 00:06:30.850, 00:06:30.15, 00:06:31.35, 19507, 19567, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P04_120_126, P04, P04_120, 00:06:32.851, 00:06:31.48, 00:06:34.27, 19574, 19713, put bread knife in knife holder, put-in, 5, holder:bread:knife, 135, ['holder:bread:knife'], [135]
P04_120_128, P04, P04_120, 00:06:36.100, 00:06:35.69, 00:06:36.87, 19784, 19843, put spatula in drawer, put-in, 5, spatula, 20, ['spatula', 'drawer'], [20, 8]
P04_120_129, P04, P04_120, 00:06:38.355, 00:06:36.82, 00:06:38.51, 19841, 19925, pick up plate bowl, pick-up, 0, bowl:plate, 7, ['bowl:plate'], [7]
P04_120_13, P04, P04_120, 00:00:45.354, 00:00:45.02, 00:00:46.63, 2251, 2331, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_130, P04, P04_120, 00:06:39.850, 00:06:38.42, 00:06:40.17, 19921, 20008, wipe plate bowl with hand, wipe-with, 2, bowl:plate, 7, ['bowl:plate', 'hand'], [7, 11]
P04_120_132, P04, P04_120, 00:06:42.350, 00:06:42.20, 00:06:42.87, 20110, 20143, put plate bowl in cupboard, put-in, 5, bowl:plate, 7, ['bowl:plate', 'cupboard'], [7, 3]
P04_120_133, P04, P04_120, 00:06:45.354, 00:06:44.91, 00:06:47.21, 20245, 20360, pick up ramekin, pick-up, 0, ramekin, 7, ['ramekin'], [7]
P04_120_134, P04, P04_120, 00:06:48.850, 00:06:48.82, 00:06:50.07, 20441, 20503, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P04_120_137, P04, P04_120, 00:06:51.605, 00:06:50.76, 00:06:51.86, 20538, 20593, pick up sponge, pick-up, 0, sponge, 9, ['sponge'], [9]
P04_120_138, P04, P04_120, 00:06:52.100, 00:06:51.80, 00:06:54.33, 20590, 20716, wipe ramekin with sponge, wipe, 2, ramekin, 7, ['ramekin', 'sponge'], [7, 9]
P04_120_139, P04, P04_120, 00:06:54.605, 00:06:54.25, 00:06:55.45, 20712, 20772, rinse ramekin with water, rinse, 2, ramekin, 7, ['ramekin', 'water'], [7, 27]
P04_120_14, P04, P04_120, 00:00:47.103, 00:00:46.68, 00:00:54.44, 2334, 2722, drag spatula through milk, drag-through, 25, spatula, 20, ['spatula', 'milk'], [20, 64]
P04_120_140, P04, P04_120, 00:06:55.855, 00:06:55.34, 00:06:56.27, 20767, 20813, wipe ramekin with sponge, wipe, 2, ramekin, 7, ['ramekin', 'sponge'], [7, 9]
P04_120_141, P04, P04_120, 00:06:56.350, 00:06:56.29, 00:06:56.83, 20814, 20841, rinse ramekin with water, rinse, 2, ramekin, 7, ['ramekin', 'water'], [7, 27]
P04_120_143, P04, P04_120, 00:06:57.600, 00:06:57.15, 00:06:57.75, 20857, 20887, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P04_120_145, P04, P04_120, 00:07:00.606, 00:07:00.19, 00:07:05.90, 21009, 21295, dry ramekin with tea towel, dry, 14, ramekin, 7, ['ramekin', 'towel:tea'], [7, 52]
P04_120_147, P04, P04_120, 00:07:08.600, 00:07:07.26, 00:07:09.90, 21363, 21495, put ramekin in cupboard, put-in, 5, ramekin, 7, ['ramekin', 'cupboard'], [7, 3]
P04_120_148, P04, P04_120, 00:07:10.855, 00:07:10.50, 00:07:11.29, 21525, 21564, pick up saucepan, pick-up, 0, saucepan, 5, ['saucepan'], [5]
P04_120_149, P04, P04_120, 00:07:12.350, 00:07:11.35, 00:07:12.57, 21567, 21628, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P04_120_153, P04, P04_120, 00:07:14.351, 00:07:14.16, 00:07:14.55, 21708, 21727, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P04_120_156, P04, P04_120, 00:07:19.350, 00:07:18.20, 00:07:22.49, 21910, 22124, dry saucepan with tea towel, dry, 14, saucepan, 5, ['saucepan', 'towel:tea'], [5, 52]
P04_120_159, P04, P04_120, 00:07:27.355, 00:07:26.56, 00:07:27.88, 22328, 22394, put saucepan in cupboard, put-in, 5, saucepan, 5, ['saucepan', 'cupboard'], [5, 3]
P04_120_16, P04, P04_120, 00:00:56.102, 00:00:54.00, 00:00:56.69, 2700, 2834, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_164, P04, P04_120, 00:07:35.100, 00:07:32.63, 00:07:36.74, 22631, 22837, pick up saucepan, pick-up, 0, saucepan, 5, ['saucepan'], [5]
P04_120_165, P04, P04_120, 00:07:37.100, 00:07:36.10, 00:07:39.08, 22805, 22954, inspect saucepan, inspect, 24, saucepan, 5, ['saucepan'], [5]
P04_120_167, P04, P04_120, 00:07:39.850, 00:07:39.72, 00:07:41.11, 22986, 23055, dry inside of saucepan with tea towel, dry-with, 14, saucepan, 5, ['saucepan', 'towel:tea'], [5, 52]
P04_120_169, P04, P04_120, 00:07:43.100, 00:07:41.94, 00:07:44.54, 23097, 23227, dry bottom of saucepan with tea towel, dry-with, 14, bottom:saucepan, 5, ['bottom:saucepan', 'towel:tea'], [5, 52]
P04_120_171, P04, P04_120, 00:07:45.851, 00:07:44.66, 00:07:46.65, 23233, 23332, put saucepan in cupboard, put-in, 5, saucepan, 5, ['saucepan', 'cupboard'], [5, 3]
P04_120_172, P04, P04_120, 00:07:48.105, 00:07:47.63, 00:07:48.33, 23381, 23416, pick up bowl, pick-up, 0, bowl, 7, ['bowl'], [7]
P04_120_173, P04, P04_120, 00:07:49.850, 00:07:48.43, 00:07:50.05, 23421, 23502, put bowl on stack of bowls in cupboard, put-on, 1, bowl, 7, ['bowl', 'stack:bowl', 'cupboard'], [7, 7, 3]
P04_120_174, P04, P04_120, 00:07:51.853, 00:07:51.02, 00:07:52.27, 23551, 23613, pick up rolling pin, pick-up, 0, pin:rolling, 136, ['pin:rolling'], [136]
P04_120_178, P04, P04_120, 00:07:55.605, 00:07:55.49, 00:07:56.24, 23774, 23812, put rolling pin in drawer, put-in, 5, pin:rolling, 136, ['pin:rolling', 'drawer'], [136, 8]
P04_120_18, P04, P04_120, 00:01:00.102, 00:00:59.91, 00:01:00.82, 2995, 3041, pick up thermometer, pick-up, 0, thermometer, 166, ['thermometer'], [166]
P04_120_181, P04, P04_120, 00:07:58.850, 00:07:58.03, 00:07:59.30, 23901, 23965, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P04_120_183, P04, P04_120, 00:08:03.854, 00:08:01.97, 00:08:04.35, 24098, 24217, dry plates with tea towel, dry, 14, plate, 2, ['plate', 'towel:tea'], [2, 52]
P04_120_185, P04, P04_120, 00:08:06.853, 00:08:06.60, 00:08:07.41, 24330, 24370, pick up plate bowl, pick-up, 0, bowl:plate, 7, ['bowl:plate'], [7]
P04_120_186, P04, P04_120, 00:08:07.603, 00:08:06.32, 00:08:07.22, 24316, 24361, put plate in cupboard, put-in, 5, plate, 2, ['plate', 'cupboard'], [2, 3]
P04_120_187, P04, P04_120, 00:08:07.850, 00:08:07.53, 00:08:08.38, 24376, 24419, put down plate bowl, put-down, 1, bowl:plate, 7, ['bowl:plate'], [7]
P04_120_188, P04, P04_120, 00:08:08.853, 00:08:08.66, 00:08:09.40, 24433, 24470, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_189, P04, P04_120, 00:08:09.603, 00:08:09.08, 00:08:14.38, 24454, 24719, drag spatula through milk in pan, drag-through, 25, spatula, 20, ['spatula', 'milk', 'pan'], [20, 64, 5]
P04_120_19, P04, P04_120, 00:01:00.850, 00:01:01.76, 00:01:10.84, 3088, 3542, look at thermometer, look-at, 38, thermometer, 166, ['thermometer'], [166]
P04_120_190, P04, P04_120, 00:08:14.350, 00:08:14.28, 00:08:15.09, 24714, 24754, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_192, P04, P04_120, 00:08:17.853, 00:08:17.68, 00:08:18.15, 24884, 24907, pick up plates, pick-up, 0, plate, 2, ['plate'], [2]
P04_120_193, P04, P04_120, 00:08:19.100, 00:08:18.68, 00:08:19.43, 24934, 24971, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P04_120_195, P04, P04_120, 00:08:23.350, 00:08:23.43, 00:08:24.54, 25171, 25227, pick up plate bowl, pick-up, 0, bowl:plate, 7, ['bowl:plate'], [7]
P04_120_196, P04, P04_120, 00:08:24.600, 00:08:22.25, 00:08:25.00, 25112, 25250, put plates on stack of plates, put-on, 1, plate, 2, ['plate', 'stack:plate'], [2, 2]
P04_120_197, P04, P04_120, 00:08:25.104, 00:08:24.46, 00:08:25.55, 25223, 25277, put down plate bowl, put-down, 1, bowl:plate, 7, ['bowl:plate'], [7]
P04_120_198, P04, P04_120, 00:08:27.850, 00:08:27.08, 00:08:28.55, 25354, 25427, pick up plate bowl, pick-up, 0, bowl:plate, 7, ['bowl:plate'], [7]
P04_120_2, P04, P04_120, 00:00:07.600, 00:00:06.84, 00:00:07.69, 342, 384, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_20, P04, P04_120, 00:01:11.100, 00:01:10.91, 00:01:11.96, 3545, 3598, put down thermometer, put-down, 1, thermometer, 166, ['thermometer'], [166]
P04_120_200, P04, P04_120, 00:08:33.100, 00:08:30.56, 00:08:33.01, 25528, 25650, pick up plates, pick-up, 0, plate, 2, ['plate'], [2]
P04_120_201, P04, P04_120, 00:08:35.600, 00:08:34.35, 00:08:35.35, 25717, 25767, lift plates, lift, 33, plate, 2, ['plate'], [2]
P04_120_203, P04, P04_120, 00:08:38.854, 00:08:37.38, 00:08:38.96, 25869, 25948, put down plates, put-down, 1, plate, 2, ['plate'], [2]
P04_120_204, P04, P04_120, 00:08:40.100, 00:08:39.36, 00:08:40.28, 25968, 26014, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_206, P04, P04_120, 00:08:44.104, 00:08:43.94, 00:08:44.69, 26197, 26234, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_207, P04, P04_120, 00:08:47.102, 00:08:46.54, 00:08:47.64, 26327, 26382, pick up baking tray, pick-up, 0, tray:baking, 35, ['tray:baking'], [35]
P04_120_21, P04, P04_120, 00:01:12.354, 00:01:11.21, 00:01:12.92, 3560, 3646, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_210, P04, P04_120, 00:08:49.600, 00:08:50.14, 00:08:52.69, 26507, 26634, dry baking tray, dry, 14, tray:baking, 35, ['tray:baking'], [35]
P04_120_212, P04, P04_120, 00:08:54.605, 00:08:54.09, 00:08:55.49, 26704, 26774, slide baking tray into cupboard, slide-into, 5, tray:baking, 35, ['tray:baking', 'cupboard'], [35, 3]
P04_120_213, P04, P04_120, 00:08:56.100, 00:08:54.96, 00:08:56.33, 26748, 26816, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P04_120_214, P04, P04_120, 00:08:57.850, 00:08:56.11, 00:08:58.86, 26805, 26943, inspect chopping board, inspect, 24, board:chopping, 18, ['board:chopping'], [18]
P04_120_217, P04, P04_120, 00:09:02.100, 00:09:01.62, 00:09:02.28, 27081, 27114, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P04_120_218, P04, P04_120, 00:09:03.600, 00:09:02.45, 00:09:03.99, 27122, 27199, lift baking tray, lift, 33, tray:baking, 35, ['tray:baking'], [35]
P04_120_22, P04, P04_120, 00:01:13.606, 00:01:13.02, 00:01:17.53, 3651, 3876, drag spatula through milk, drag-through, 25, spatula, 20, ['spatula', 'milk'], [20, 64]
P04_120_220, P04, P04_120, 00:09:05.854, 00:09:05.31, 00:09:06.29, 27265, 27314, put down baking tray, put-down, 1, tray:baking, 35, ['tray:baking'], [35]
P04_120_221, P04, P04_120, 00:09:06.604, 00:09:06.38, 00:09:07.31, 27319, 27365, pick up scourer, pick-up, 0, scourer, 9, ['scourer'], [9]
P04_120_222, P04, P04_120, 00:09:07.850, 00:09:07.41, 00:09:11.87, 27370, 27593, rub chopping board with scourer, rub-with, 55, board:chopping, 18, ['board:chopping', 'scourer'], [18, 9]
P04_120_223, P04, P04_120, 00:09:12.354, 00:09:11.95, 00:09:12.31, 27597, 27615, put down scourer, put-down, 1, scourer, 9, ['scourer'], [9]
P04_120_224, P04, P04_120, 00:09:12.600, 00:09:12.47, 00:09:13.02, 27623, 27651, pick up sponge, pick-up, 0, sponge, 9, ['sponge'], [9]
P04_120_225, P04, P04_120, 00:09:13.100, 00:09:12.74, 00:09:13.36, 27637, 27668, look at bottom of sponge, look-at, 38, bottom:sponge, 9, ['bottom:sponge'], [9]
P04_120_226, P04, P04_120, 00:09:15.103, 00:09:13.00, 00:09:16.85, 27650, 27842, wipe chopping board with sponge, wipe-with, 2, board:chopping, 18, ['board:chopping', 'sponge'], [18, 9]
P04_120_227, P04, P04_120, 00:09:17.100, 00:09:16.95, 00:09:17.72, 27847, 27886, put down sponge, put-down, 1, sponge, 9, ['sponge'], [9]
P04_120_228, P04, P04_120, 00:09:18.100, 00:09:17.45, 00:09:18.47, 27872, 27923, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P04_120_23, P04, P04_120, 00:01:17.600, 00:01:16.88, 00:01:17.76, 3844, 3888, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_230, P04, P04_120, 00:09:19.100, 00:09:19.17, 00:09:21.27, 27958, 28063, wipe chopping board with tea towel, wipe-with, 2, board:chopping, 18, ['board:chopping', 'towel:tea'], [18, 52]
P04_120_233, P04, P04_120, 00:09:27.604, 00:09:26.98, 00:09:29.59, 28349, 28479, pick up pan, pick-up, 0, pan, 5, ['pan'], [5]
P04_120_235, P04, P04_120, 00:09:31.853, 00:09:31.28, 00:09:34.62, 28564, 28731, wipe pan with tea towel, wipe-with, 2, pan, 5, ['pan', 'towel:tea'], [5, 52]
P04_120_236, P04, P04_120, 00:09:34.604, 00:09:32.00, 00:09:34.59, 28600, 28729, wipe bottom of pan with tea towel, wipe-with, 2, bottom:pan, 5, ['bottom:pan', 'towel:tea'], [5, 52]
P04_120_237, P04, P04_120, 00:09:36.100, 00:09:34.69, 00:09:37.88, 28734, 28894, put pan in cupboard, put-in, 5, pan, 5, ['pan', 'cupboard'], [5, 3]
P04_120_238, P04, P04_120, 00:09:39.850, 00:09:36.55, 00:09:40.90, 28827, 29045, pick up oven dish, pick-up, 0, dish:oven, 35, ['dish:oven'], [35]
P04_120_240, P04, P04_120, 00:09:45.350, 00:09:45.29, 00:09:46.65, 29264, 29332, pull bit off oven dish, pull-off, 0, dish:oven, 35, ['dish:oven'], [35]
P04_120_242, P04, P04_120, 00:09:46.850, 00:09:47.13, 00:09:48.20, 29356, 29410, pull bit off oven dish, pull-off, 0, dish:oven, 35, ['dish:oven'], [35]
P04_120_243, P04, P04_120, 00:09:47.350, 00:09:47.65, 00:09:48.15, 29382, 29407, pull bit off oven dish, pull-off, 0, dish:oven, 35, ['dish:oven'], [35]
P04_120_246, P04, P04_120, 00:09:50.352, 00:09:49.51, 00:09:54.14, 29475, 29707, dry oven dish with tea towel, dry, 14, dish:oven, 35, ['dish:oven', 'towel:tea'], [35, 52]
P04_120_252, P04, P04_120, 00:10:00.354, 00:09:59.79, 00:10:00.44, 29989, 30022, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_254, P04, P04_120, 00:10:04.353, 00:10:04.09, 00:10:04.74, 30204, 30237, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_255, P04, P04_120, 00:10:05.354, 00:10:04.83, 00:10:08.77, 30241, 30438, pick up thermometer, pick-up, 0, thermometer, 166, ['thermometer'], [166]
P04_120_257, P04, P04_120, 00:10:09.853, 00:10:09.12, 00:10:13.96, 30456, 30698, look closer at thermometer, look-at, 38, thermometer, 166, ['thermometer'], [166]
P04_120_258, P04, P04_120, 00:10:14.603, 00:10:14.01, 00:10:15.11, 30700, 30755, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P04_120_260, P04, P04_120, 00:10:22.355, 00:10:21.85, 00:10:22.59, 31092, 31129, put down thermometer, put-down, 1, thermometer, 166, ['thermometer'], [166]
P04_120_261, P04, P04_120, 00:10:23.353, 00:10:22.55, 00:10:23.27, 31127, 31163, put down spatula, put-down, 1, spatula, 20, ['spatula'], [20]
P04_120_262, P04, P04_120, 00:10:26.853, 00:10:26.18, 00:10:27.50, 31308, 31375, take cutlery holder from dishwasher, take-from, 0, holder:cutlery, 135, ['holder:cutlery', 'dishwasher'], [135, 70]
P04_120_264, P04, P04_120, 00:10:29.353, 00:10:28.60, 00:10:29.47, 31430, 31473, take forks, take, 0, fork, 14, ['fork'], [14]
P04_120_265, P04, P04_120, 00:10:30.103, 00:10:29.54, 00:10:30.34, 31477, 31517, put forks in drawer, put-in, 5, fork, 14, ['fork', 'drawer'], [14, 8]
P04_120_266, P04, P04_120, 00:10:30.350, 00:10:28.91, 00:10:29.65, 31445, 31482, pick up fork, pick-up, 0, fork, 14, ['fork'], [14]
P04_120_267, P04, P04_120, 00:10:31.353, 00:10:29.48, 00:10:30.56, 31474, 31527, put fork in drawer, put-in, 5, fork, 14, ['fork', 'drawer'], [14, 8]
P04_120_269, P04, P04_120, 00:10:33.104, 00:10:32.66, 00:10:33.24, 31633, 31662, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P04_120_270, P04, P04_120, 00:10:33.350, 00:10:33.35, 00:10:33.99, 31667, 31699, put knife in drawer, put-in, 5, knife, 4, ['knife', 'drawer'], [4, 8]
P04_120_271, P04, P04_120, 00:10:34.604, 00:10:34.09, 00:10:35.21, 31704, 31760, pick up pastry brush, pick-up, 0, brush:pastry, 103, ['brush:pastry'], [103]
P04_120_272, P04, P04_120, 00:10:34.850, 00:10:35.25, 00:10:36.68, 31762, 31833, put pastry brush in drawer, put-in, 5, brush:pastry, 103, ['brush:pastry', 'drawer'], [103, 8]
P04_120_273, P04, P04_120, 00:10:37.350, 00:10:36.65, 00:10:37.43, 31832, 31871, pick up fork, pick-up, 0, fork, 14, ['fork'], [14]
P04_120_274, P04, P04_120, 00:10:37.600, 00:10:37.53, 00:10:38.28, 31876, 31914, put fork in drawer, put-in, 5, fork, 14, ['fork', 'drawer'], [14, 8]
P04_120_275, P04, P04_120, 00:10:39.600, 00:10:40.42, 00:10:41.21, 32020, 32060, pick up tablespoon, pick-up, 0, tablespoon, 1, ['tablespoon'], [1]
P04_120_276, P04, P04_120, 00:10:39.850, 00:10:37.00, 00:10:38.13, 31850, 31906, put tablespoon in drawer, put-in, 5, tablespoon, 1, ['tablespoon', 'drawer'], [1, 8]
P04_120_277, P04, P04_120, 00:10:40.854, 00:10:40.33, 00:10:41.21, 32016, 32060, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P04_120_278, P04, P04_120, 00:10:41.101, 00:10:41.14, 00:10:41.54, 32057, 32077, put spoon in drawer, put-in, 5, spoon, 1, ['spoon', 'drawer'], [1, 8]
P04_120_279, P04, P04_120, 00:10:42.354, 00:10:41.49, 00:10:43.33, 32074, 32166, pick up teaspoon, pick-up, 0, teaspoon, 1, ['teaspoon'], [1]
P04_120_280, P04, P04_120, 00:10:43.354, 00:10:43.34, 00:10:43.79, 32167, 32189, put teaspoon in drawer, put-in, 5, teaspoon, 1, ['teaspoon', 'drawer'], [1, 8]
P04_120_281, P04, P04_120, 00:10:44.104, 00:10:43.43, 00:10:44.24, 32171, 32212, pick up chopstick, pick-up, 0, chopstick, 80, ['chopstick'], [80]
P04_120_282, P04, P04_120, 00:10:44.600, 00:10:44.28, 00:10:45.16, 32214, 32258, put chopstick in drawer, put-in, 5, chopstick, 80, ['chopstick', 'drawer'], [80, 8]
P04_120_283, P04, P04_120, 00:10:46.100, 00:10:45.26, 00:10:46.90, 32263, 32345, pick up scissors, pick-up, 0, scissors, 79, ['scissors'], [79]
P04_120_284, P04, P04_120, 00:10:47.103, 00:10:46.86, 00:10:47.71, 32343, 32385, put scissors in drawer, put-in, 5, scissors, 79, ['scissors', 'drawer'], [79, 8]
P04_120_285, P04, P04_120, 00:10:48.100, 00:10:47.66, 00:10:48.43, 32383, 32421, pick up fork, pick-up, 0, fork, 14, ['fork'], [14]
P04_120_286, P04, P04_120, 00:10:48.350, 00:10:47.99, 00:10:48.84, 32399, 32442, put fork in drawer, put-in, 5, fork, 14, ['fork', 'drawer'], [14, 8]
P04_120_287, P04, P04_120, 00:10:49.850, 00:10:48.98, 00:10:49.58, 32449, 32479, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P04_120_288, P04, P04_120, 00:10:50.103, 00:10:49.88, 00:10:50.38, 32494, 32519, put spoon in drawer, put-in, 5, spoon, 1, ['spoon', 'drawer'], [1, 8]
P04_120_289, P04, P04_120, 00:10:51.100, 00:10:50.63, 00:10:51.09, 32531, 32554, pick up teaspoon, pick-up, 0, teaspoon, 1, ['teaspoon'], [1]
P04_120_290, P04, P04_120, 00:10:51.350, 00:10:51.19, 00:10:51.59, 32559, 32579, put teaspoon in drawer, put-in, 5, teaspoon, 1, ['teaspoon', 'drawer'], [1, 8]
P04_120_291, P04, P04_120, 00:10:51.850, 00:10:51.68, 00:10:51.95, 32583, 32597, pick up teaspoon, pick-up, 0, teaspoon, 1, ['teaspoon'], [1]
P04_120_292, P04, P04_120, 00:10:52.100, 00:10:52.13, 00:10:52.58, 32606, 32629, put teaspoon in drawer, put-in, 5, teaspoon, 1, ['teaspoon', 'drawer'], [1, 8]
P04_120_293, P04, P04_120, 00:10:53.105, 00:10:52.64, 00:10:53.19, 32632, 32659, pick up tablespoon, pick-up, 0, tablespoon, 1, ['tablespoon'], [1]
P04_120_294, P04, P04_120, 00:10:53.853, 00:10:53.60, 00:10:54.35, 32680, 32717, look at tablespoon, look-at, 38, tablespoon, 1, ['tablespoon'], [1]
P04_120_295, P04, P04_120, 00:10:54.850, 00:10:54.19, 00:10:55.39, 32709, 32769, put tablespoon on counter, put-on, 1, tablespoon, 1, ['tablespoon', 'counter'], [1, 42]
P04_120_296, P04, P04_120, 00:10:56.350, 00:10:54.00, 00:10:54.59, 32700, 32729, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P04_120_297, P04, P04_120, 00:10:56.600, 00:10:56.61, 00:10:57.10, 32830, 32855, put spoon in drawer, put-in, 5, spoon, 1, ['spoon', 'drawer'], [1, 8]
